filename,artist,genre,description,phash,width,height,genre_count,subset
Abstract_Expressionism/aaron-siskind_acolman-1-1955.jpg,aaron siskind,['Abstract Expressionism'],acolman-1-1955,bebbeb018a7d80a8,1922,1382,1,train
Abstract_Expressionism/aaron-siskind_chicago-6-1961.jpg,aaron siskind,['Abstract Expressionism'],chicago-6-1961,d7d0781be51fc00e,1382,1746,1,train
Abstract_Expressionism/aaron-siskind_gloucester-16a-1944.jpg,aaron siskind,['Abstract Expressionism'],gloucester-16a-1944,9f846e5a6c639325,1382,1857,1,train
Abstract_Expressionism/aaron-siskind_jerome-arizona-1949.jpg,aaron siskind,['Abstract Expressionism'],jerome-arizona-1949,a5d691f85ac5e4d0,1382,1849,1,train
Abstract_Expressionism/aaron-siskind_kentucky-4-1951.jpg,aaron siskind,['Abstract Expressionism'],kentucky-4-1951,880df359e6b11db1,1382,1625,1,train
Abstract_Expressionism/aaron-siskind_new-york-1951.jpg,aaron siskind,['Abstract Expressionism'],new-york-1951,c5d5d4989a1a2b6b,1796,1382,1,train
Abstract_Expressionism/aaron-siskind_new-york-2-1948.jpg,aaron siskind,['Abstract Expressionism'],new-york-2-1948,efb5dad8e160a0c8,1547,1382,1,train
Abstract_Expressionism/aaron-siskind_new-york-24-1988.jpg,aaron siskind,['Abstract Expressionism'],new-york-24-1988,ec0327c0cbd9b91e,1381,1418,1,train
Abstract_Expressionism/aaron-siskind_new-york-40-1986.jpg,aaron siskind,['Abstract Expressionism'],new-york-40-1986,82b3738c9439cf2e,1389,1382,1,train
Abstract_Expressionism/aaron-siskind_new-york-city-w-1-1947.jpg,aaron siskind,['Abstract Expressionism'],new-york-city-w-1-1947,ff47a19a913881a7,1382,1757,1,train
Abstract_Expressionism/aaron-siskind_per-400-1983.jpg,aaron siskind,['Abstract Expressionism'],per-400-1983,9cfe238d4b02365d,1382,1394,1,train
Abstract_Expressionism/aaron-siskind_providence-92-1986.jpg,aaron siskind,['Abstract Expressionism'],providence-92-1986,bc53521634f4f8e1,1382,1394,1,train
Abstract_Expressionism/aaron-siskind_rome-arch-of-constantine-10-1963.jpg,aaron siskind,['Abstract Expressionism'],rome-arch-of-constantine-10-1963,dc98933cb20ec89f,1382,1894,1,train
Abstract_Expressionism/aaron-siskind_the-tree-35-1973.jpg,aaron siskind,['Abstract Expressionism'],the-tree-35-1973,b8404f9d6339be13,1407,1382,1,train
Abstract_Expressionism/aaron-siskind_uruapan-11-1955.jpg,aaron siskind,['Abstract Expressionism'],uruapan-11-1955,c6abbb84c81fe033,1799,1382,1,train
Abstract_Expressionism/aaron-siskind_utah-84-1976.jpg,aaron siskind,['Abstract Expressionism'],utah-84-1976,abf2740bd1a1cae4,1386,1382,1,train
Abstract_Expressionism/aaron-siskind_westport-10-1988.jpg,aaron siskind,['Abstract Expressionism'],westport-10-1988,bcde9e0ce3620978,1399,1382,1,train
Abstract_Expressionism/aaron-siskind_yuchitan-1-1955.jpg,aaron siskind,['Abstract Expressionism'],yuchitan-1-1955,94e96a366b32ea54,1761,1382,1,train
Abstract_Expressionism/abidin-dino_abstract-composition.jpg,abidin dino,['Abstract Expressionism'],abstract-composition,bf95c4c0c01f877a,2176,1382,1,train
Abstract_Expressionism/abidin-dino_antibes-1961-1.jpg,abidin dino,['Abstract Expressionism'],antibes-1961-1,8260359b4ea7f31e,1871,1382,1,train
Abstract_Expressionism/abidin-dino_antibes-1961.jpg,abidin dino,['Abstract Expressionism'],antibes-1961,cc975b41740f68e9,1382,1652,1,train
Abstract_Expressionism/abidin-dino_saman-sar-s-illustration.jpg,abidin dino,['Abstract Expressionism'],saman-sar-s-illustration,bdd6c08ec20bd339,1382,2238,1,train
Abstract_Expressionism/abidin-dino_unknown-title-2.jpg,abidin dino,['Abstract Expressionism'],unknown-title-2,923a61676c68e1af,1751,1382,1,train
Abstract_Expressionism/abidin-dino_unknown-title-8.jpg,abidin dino,['Abstract Expressionism'],unknown-title-8,8a78c6b8675cd1ac,2280,1382,1,train
Abstract_Expressionism/ad-reinhardt_number-107-1950.jpg,ad reinhardt,['Abstract Expressionism'],number-107-1950,98e7939fe91a2384,1382,3054,1,train
Abstract_Expressionism/ad-reinhardt_number-22-1949.jpg,ad reinhardt,['Abstract Expressionism'],number-22-1949,fe1f2d489257b049,1382,3496,1,train
Abstract_Expressionism/ad-reinhardt_number-43-abstract-painting-yellow-1947.jpg,ad reinhardt,['Abstract Expressionism'],number-43-abstract-painting-yellow-1947,816a6fdd2cc67621,1382,1737,1,train
Abstract_Expressionism/ad-reinhardt_number-6-1946.jpg,ad reinhardt,['Abstract Expressionism'],number-6-1946,db426519fd8924ec,2076,1382,1,train
Abstract_Expressionism/ad-reinhardt_yellow-painting-1949.jpg,ad reinhardt,['Abstract Expressionism'],yellow-painting-1949,98d21e86e7f328d8,2070,1382,1,train
Abstract_Expressionism/adnan-coker_unknown-title(3).jpg,adnan coker,['Abstract Expressionism'],unknown-title(3),c09b3c3f7314a4e9,1382,1919,1,train
Abstract_Expressionism/adnan-coker_untitled-1968.jpg,adnan coker,['Abstract Expressionism'],untitled-1968,fbf384888ccc724d,1382,1914,1,train
Abstract_Expressionism/aki-kuroda_first-night-i-1979.jpg,aki kuroda,['Abstract Expressionism'],first-night-i-1979,da689623ee816ad5,1382,1395,1,train
Abstract_Expressionism/aki-kuroda_midnight-spaghetti-2010.jpg,aki kuroda,['Abstract Expressionism'],midnight-spaghetti-2010,ffea3ec090ea806c,1382,2062,1,train
Abstract_Expressionism/aki-kuroda_untitled-1987.jpg,aki kuroda,['Abstract Expressionism'],untitled-1987,abf2b099c44693cd,1426,1382,1,train
Abstract_Expressionism/aki-kuroda_untitled-1988-1.jpg,aki kuroda,['Abstract Expressionism'],untitled-1988-1,97682979ce54c687,1382,1777,1,train
Abstract_Expressionism/aki-kuroda_untitled-1998-1.jpg,aki kuroda,['Abstract Expressionism'],untitled-1998-1,afb3c0c8dc96c334,1937,1382,1,train
Abstract_Expressionism/aki-kuroda_untitled-1998.jpg,aki kuroda,['Abstract Expressionism'],untitled-1998,d966a664a643b45d,1382,1660,1,train
Abstract_Expressionism/aki-kuroda_untitled-2008-1.jpg,aki kuroda,['Abstract Expressionism'],untitled-2008-1,9f1fe0c03733ccc8,2453,1382,1,train
Abstract_Expressionism/al-held_untitled-1954.jpg,al held,['Abstract Expressionism'],untitled-1954,8bf21aac5e13760d,1382,1650,1,train
Abstract_Expressionism/al-held_untitled-1955.jpg,al held,['Abstract Expressionism'],untitled-1955,c4c43d19335b6ea5,1382,1675,1,train
Abstract_Expressionism/alexander-calder_man-1967.jpg,alexander calder,['Abstract Expressionism'],man-1967,96ea2d13f32c9a45,2075,1382,1,train
Abstract_Expressionism/alexander-calder_maquette-for-flamingo-1972.jpg,alexander calder,['Abstract Expressionism'],maquette-for-flamingo-1972,9a55ee1225db259c,1382,1633,1,train
Abstract_Expressionism/alexander-calder_the-dog.jpg,alexander calder,['Abstract Expressionism'],the-dog,bcc5c37894c96396,1382,1740,1,train
Abstract_Expressionism/alexander-calder_the-x-and-its-tails-1967.jpg,alexander calder,['Abstract Expressionism'],the-x-and-its-tails-1967,efd4d0393d43ca14,1382,1640,1,train
Abstract_Expressionism/alexander-calder_three-bollards-1970.jpg,alexander calder,['Abstract Expressionism'],three-bollards-1970,9eb4859b47809abe,1382,1543,1,train
Abstract_Expressionism/alexander-calder_two-discs-1965.jpg,alexander calder,['Abstract Expressionism'],two-discs-1965,c1a93a6265d83b37,1382,1727,1,train
Abstract_Expressionism/alexander-liberman_erg-series-1977.jpg,alexander liberman,['Abstract Expressionism'],erg-series-1977,9878d0d697c78999,2227,1382,1,train
Abstract_Expressionism/alexander-liberman_stargazer-1983.jpg,alexander liberman,['Abstract Expressionism'],stargazer-1983,edc11f525235837a,1382,1754,1,train
Abstract_Expressionism/alexander-liberman_untitled-abstract-1975.jpg,alexander liberman,['Abstract Expressionism'],untitled-abstract-1975,d33ad435894f80f5,2194,1382,1,train
Abstract_Expressionism/alexander-liberman_untitled-abstract-1977.jpg,alexander liberman,['Abstract Expressionism'],untitled-abstract-1977,b83fc744ec4c3c31,1382,1807,1,train
Abstract_Expressionism/alfred-jensen_untitled-1961.jpg,alfred jensen,['Abstract Expressionism'],untitled-1961,8f44b0ae4f73c0cd,2772,1382,1,train
Abstract_Expressionism/alice-baber_abstract-composition-1969-1.jpg,alice baber,['Abstract Expressionism'],abstract-composition-1969-1,cb8bb8a74079cd52,1382,1876,1,train
Abstract_Expressionism/alice-baber_abstract-composition-1969.jpg,alice baber,['Abstract Expressionism'],abstract-composition-1969,8e759b864415b4eb,1382,1873,1,train
Abstract_Expressionism/alice-baber_golden-center-in-the-ladder-1970.jpg,alice baber,['Abstract Expressionism'],golden-center-in-the-ladder-1970,d5196b7e312b8239,1382,1917,1,train
Abstract_Expressionism/alice-baber_green-swing.jpg,alice baber,['Abstract Expressionism'],green-swing,9250147f8caebe74,2289,1382,1,train
Abstract_Expressionism/alice-baber_lavender-high-1968.jpg,alice baber,['Abstract Expressionism'],lavender-high-1968,980a1e6617bd15fa,1572,1382,1,train
Abstract_Expressionism/alice-baber_lord-of-the-rainbow-1976.jpg,alice baber,['Abstract Expressionism'],lord-of-the-rainbow-1976,87179a8e655521ee,2326,1382,1,train
Abstract_Expressionism/alice-baber_night-of-the-res-wind-1978.jpg,alice baber,['Abstract Expressionism'],night-of-the-res-wind-1978,9a10b8c2857bc7ed,2008,1381,1,train
Abstract_Expressionism/alice-baber_noble-numbers-1965.jpg,alice baber,['Abstract Expressionism'],noble-numbers-1965,b19b96be46c1e9c0,1852,1382,1,train
Abstract_Expressionism/alice-baber_piper-s-near-1965.jpg,alice baber,['Abstract Expressionism'],piper-s-near-1965,df16f06783238d51,1855,1382,1,train
